Tab 4 Code,1,2,2,2,2,5,5,5,5,5,4,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.75,2.0744518,3.3555979,0.72693161,3.6131862,3.7783207,-2.2891563,0.70028168,0.85397467,1.1541987,0.74987003,0.36046073,-2.7698629,-1.6157223,1.2899823,-0.99353055,2.4363938,-1.1731765,-0.33425366,0.54856957,-0.10051953,-10.693875,3.8116633,0.95348979,-2.3070075,-4.2291255,-5.8052908,-2.8181602,-2.5587174,47.433333,78.402833,1.1323653,-1.1091055,3.6075189,0.50955421,-1.8408974,-1.2247407,-2.8970422,1.2634559,0.85274891,-1.6331894,1.2503559,2.3015919,-0.84652044,-2.3333333,-0.0056666667,1.8858825,1.9081157,-1.6274954,40.4,-0.16666667,-0.1,-0.3,-7.0442072,-9.183888,-4.5954551,28.541659,-39.060384,7.3421317,7.3639135,5.0998664,5.6733233,6.5439118,5.9763509,47.033333,46.533333,51.4,43.033333,-5.9263107,-13.411721,-0.068046277,-0.064111224,-0.79733113,0.58362312,-0.23592824,1.5314992,2.9313803,-1.2508945,3.4923214,-2.0133005,-1.4991915,1.2545095,-11.466786,-1.360985,0.55331426,0.24635476,0.68377672,-0.83194677,1.3139176,0.21294704,-0.80974008,-2.4958074,3.2650286,-1.0226183,-0.95093847,-1.3838083,0.55522995,-2.0736242,0.22066127,-0.52015014,-3.3604435,-1.7361363,-3.3660644,-0.90505624,7.2547856,-0.40024273,58.533333,2.5462765,2.4464798,2.2821881,4.2381734,-0.49343435,-1.542934,-0.046666667,0,-0.09,-0.23,-0.50666667,-0.32666667,-0.20052533,-0.10141333,-0.09,-0.11666667,-0.45,1.838127,2.6478257,-0.45376162,0.58898474,1.3602448,0.52228785,-0.36143719,-5.8271745,-2.5198964,12.826698,8.6847656,8.005282,-8.2775482,11.52214,-31.029745,-41.629532,0.07,-2.7766667,-11.00485,-6.3
2001.00,-0.49275282,1.6437002,6.487538,0.50900883,1.113993,-14.660739,-2.6564125,-4.3281441,-8.6569276,-2.7923463,2.159996,-5.4580312,-3.7561175,5.1895789,7.773791,3.8888838,-5.912969,-3.8222173,-2.9908196,-3.3491499,-10.969988,-0.62825895,-5.9757813,-8.774943,-10.387704,-9.6412907,-6.8543424,0.19046598,40.133333,76.268033,0.20554064,-2.1893453,3.3496182,2.0317504,-3.9970336,-4.2047891,-3.6404294,1.1792563,-0.82226227,-3.9251632,0.3820705,2.4942563,2.4257433,-5,-0.141,1.1139165,1.02998,-0.68255745,40.1,-0.3,0.33333333,0.23333333,35.463016,31.676915,38.571402,32.249236,45.438871,7.380879,7.421377,4.9487599,5.7960578,6.6048468,5.9822556,42.5,39.933333,49.233333,43.233333,-10.193141,-24.927308,1.4686632,1.4409788,0.96658086,1.2894187,0.49219708,-0.41362977,0.60674492,-1.8671429,-0.30147068,0.026982363,1.5786257,-0.82980712,-10.644794,1.6998643,2.5485877,0.24361629,8.8140041,20.121764,1.1305962,-0.81846481,1.8790424,1.0575861,4.5238975,-0.87283953,-1.1794724,-2.3783384,0.93774018,-3.5854545,2.0040354,-0.34310028,-3.7464749,0.44222091,0.31794035,0.51125706,-0.1794972,-69.365804,56.7,-0.79875168,0.25085572,-2.1080382,-0.4705923,2.7277087,7.0251024,-0.88,-1.2,-1.28,-1.3033333,-0.75333333,-0.51666667,-0.32806467,-0.332377,-0.17,-0.22,0.23333333,2.026729,2.8321153,6.5724889,10.7546,4.6404658,1.8953751,-2.8326988,0.23692638,-2.0766206,-2.8909751,-19.405544,28.956024,3.2261682,0.56896511,-27.157308,-34.527974,0.07,-1.1566667,-2.7906182,-13.966667
2001.25,1.2267817,1.0018225,-0.29458119,-0.11437192,1.8041369,-7.9543008,-9.0825608,-14.603842,-4.1051931,-18.490936,5.4865498,-13.556073,-13.480318,7.5598634,8.6817391,6.9974223,-5.4412368,-4.7913675,-3.7720193,0.19254368,8.1528951,-2.6674361,-17.059445,-6.3760318,-6.4240097,-9.9690213,-5.6601046,4.7019121,43.833333,74.515767,-1.8320752,-5.9657137,2.6995041,0.1169021,-8.7157006,-10.054344,-6.4299729,0.035793024,-2.7838436,-3.6114884,-2.7215107,1.608696,3.0005544,-11,-0.16666667,-1.852419,-1.4223457,-4.240041,40.033333,-0.033333333,0.16666667,-0.36666667,14.454487,18.991657,13.368969,31.454325,-7.7446756,7.3963353,7.4099437,4.9881624,5.8041304,6.6097984,6.0145298,42.4,46.066667,46.566667,39.266667,-5.2472765,-29.027473,-0.17076468,-0.69485919,-1.0132647,-0.74491577,-0.45204059,-1.7413153,-2.6307736,0.036537419,-2.9268384,2.0135752,-0.49666762,-4.9354617,28.075717,0.65064125,-1.8322069,0.65865792,-14.081632,-0.55313746,-0.34379368,-1.8288701,-1.5851272,0.48801826,-0.23790465,1.5659454,2.0475598,2.9161747,0.45012179,3.7232019,-0.47099428,-1.3813896,-3.0598674,-1.2911429,-0.76786469,-1.567922,5.0102077,-2.0416868,45.3,0.68868806,-2.340259,1.4693849,5.1597871,-0.43731977,-3.1040218,-1.2666667,-1.1566667,-1.0066667,-0.81666667,0.036666667,0.22,0.145856,0.15624467,-0.02,0.12,1.61,1.952585,2.76836,2.5093442,1.356163,-0.49724143,0.67663511,12.153631,-7.2460013,-1.4300224,14.586202,20.444459,14.931358,-10.29807,3.4627444,-13.640549,-16.980683,0.036666667,0.77666667,5.8925949,1.1333333
2001.50,-1.4097316,1.7579176,3.0296948,2.3949695,1.1761439,-11.099048,-4.5535508,-7.068296,5.8182407,-12.151404,1.7911661,-20.089305,-10.871933,-1.5595165,0.038492999,-2.3668938,-5.8929565,-5.6597176,-6.0624551,-2.7773278,-2.4276958,-2.8864309,-16.002638,-6.238409,-9.336929,-2.2649312,-6.4842267,1.9932338,50.2,72.792233,-2.0768953,-7.3380171,-0.24919014,-0.93617479,-10.254166,-11.449982,-8.2297099,0.093787215,-2.0106731,-2.479206,-1.4988406,0.49499676,3.0724976,-6.6666667,-0.12433333,-1.0771571,-1.1546192,-4.7341007,39.9,-0.13333333,0.43333333,0.73333333,-1.7015268,41.589366,74.71886,86.480304,60.149252,7.3775506,7.373165,5.0369526,5.7630991,6.598509,5.9746574,45.333333,51.6,47,37.866667,-5.6866625,-32.073551,-1.512532,-1.9624518,-1.6673348,-0.6043153,0.2707777,0.25420608,-0.79012173,1.4937156,0.42838981,-4.2887739,0.62920292,0.94911438,-51.48306,0.76575771,-1.3118574,-0.22798249,-1.4939602,-6.379757,1.4064951,0.26750127,-0.88799748,-1.1955953,-3.4682561,0.51149832,0.37500768,-0.25314553,0.044950508,-0.49393714,1.7969513,-0.71514191,0.66048429,-0.19075173,1.0871585,-0.83269473,4.2296042,-20.728225,37.166667,3.2360958,1.5856854,3.7651984,1.7477257,1.0480557,0.36043391,-0.83,-0.49,-0.51666667,-0.47666667,-0.35,-0.29,-0.11316833,-0.089579,-0.046666667,0.13333333,1.81,2.1294167,2.968781,9.2657407,-5.0123608,-0.98497037,8.8128703,-0.36143719,-3.542061,-1.036943,-3.8479854,-13.94268,-3.7286494,4.8929207,1.3155786,-30.471912,-31.751166,0.1,1.6733333,-28.551127,-2.4666667
2001.75,1.5761885,6.7288374,31.754227,4.7705915,2.31481,-25.729404,-11.249541,-14.326086,-40.341275,-4.284881,-3.813866,-11.407865,-3.4846399,8.1555981,8.3947397,8.0329013,-5.0962831,-5.1434086,-4.7967734,0.22146847,-1.4869958,0.81316728,-16.659764,-5.0749039,-9.0908825,-2.6268918,-4.9227576,3.4411626,45.966667,71.530667,-3.2658286,-7.6588104,-5.2944348,-2.1929665,-10.0606,-11.625793,-7.4352411,-1.2828406,-3.3720177,-2.9450383,-1.6779621,0.98815963,1.9498318,-8.3333333,-0.15966667,-1.4469353,-1.5460224,-4.6644394,39.766667,-0.16666667,0.66666667,0.9,35.900345,64.167905,90.076494,73.015025,111.31257,7.3588309,7.3977658,5.0260711,5.8328595,6.5671411,5.8998974,43.4,46.466667,49.3,38.266667,-3.0008083,-21.633034,0.11807495,0.003101107,-1.4278591,1.1246515,-0.089333916,1.2561723,2.2990621,0.24216091,0.2826974,-3.2293049,-1.2442222,0.70336717,-27.004819,-2.4926336,1.2991522,-0.16071901,-4.0098261,-8.8673798,-1.3425188,0.59242107,0.035260846,0.051127342,7.0283031,-1.8443305,-2.0373494,-1.3198097,-4.2616551,-0.1507118,-3.8971332,-1.5647233,-5.1442093,-0.50273377,-0.44051831,-0.53807797,-39.226682,-20.728225,32.833333,2.9489146,2.5307049,2.2044633,6.0377751,3.3706278,-2.9302661,-1.3633333,-1.2633333,-1.1966667,-1.06,-0.39333333,-0.21,-0.18718933,-0.026034667,0.02,0.33666667,2.8633333,2.1522273,3.1527463,-12.455193,5.0478378,-0.10956753,-7.7010807,-0.36143719,-2.8877401,6.8714341,2.5777478,-10.262684,7.5844227,1.0389321,8.8768663,-9.0178885,-5.7421698,0.023333333,4.85,-11.979482,-4.2333333
2002.00,2.7051011,1.4034968,-4.320373,3.2528504,1.7997737,12.736229,-6.5219419,-13.685814,-21.075914,-11.022633,9.8608829,5.0450999,11.076925,4.2400019,5.7739635,3.4673682,2.4529209,1.7387981,2.2035195,5.5031479,10.960941,3.5426009,-3.7434471,3.4624847,4.5867616,4.3931313,2.9891647,7.7530878,55.833333,71.8302,-1.9557497,-6.0094104,-3.8834024,-1.514669,-8.0285044,-9.5805619,-5.4521105,-0.40002914,-2.3560533,-2.5742541,-1.7761485,-0.22127189,1.5106843,0,-0.007,-0.35349142,-0.62566951,-3.4844262,39.866667,0.2,0.2,1,-5.932497,-7.5705585,57.649246,46.344538,70.56572,7.4518222,7.4467796,5.0751738,5.880533,6.6812728,6.0104498,50.2,59.9,51.5,40.1,6.3723602,-13.055426,-0.010882601,0.34996893,1.5753179,-1.2888776,-0.44027803,-1.6322038,-2.0927914,-1.8419847,0.011651789,4.2860209,-0.31905654,1.9822408,47.641383,-0.23311386,-1.1194048,0.061421318,4.8500878,10.883888,1.0399882,-0.69196646,-0.76061315,-0.84442416,-5.5368036,-0.42612859,-0.42211501,0.9307546,1.617432,0.71730379,-3.6354185,2.5213828,8.8361397,3.9483632,7.9222446,1.8799845,4.415749,32.344661,45.766667,3.0580504,2.7327703,3.2441185,5.7559197,4.8538428,-0.66133559,-0.4,-0.18333333,-0.073333333,0.076666667,0.37,0.30666667,-0.30036467,0.032603667,0.13,0.59666667,3.3533333,1.545196,2.8786833,3.1569762,-9.1898592,-1.6815434,1.8265835,18.109607,0.23232171,-5.4135359,10.707014,7.9342946,26.994563,-4.5533227,3.4581523,5.1546333,5.0387631,-0.0033333333,-3.2866667,18.820354,12.266667
2002.25,2.1705586,2.3358845,3.5596389,1.3083254,2.5713907,1.88669,-1.4267067,-6.2550746,-21.030185,-0.9189481,9.0833799,10.036783,11.786911,4.6602324,11.736909,0.94799752,5.7003286,3.0703158,1.8498073,3.2685242,10.420376,0.44077713,-1.2145472,9.4967628,12.74287,9.7187071,5.0696798,-0.044731494,59.866667,72.636433,-0.88958673,-4.4948573,-8.194051,-3.9811178,-4.6052501,-5.038322,-3.8910813,0.43097447,-0.58465805,-1.4124392,-0.42932944,-0.23842978,1.9144741,0,-0.017666667,0.7477406,1.0654432,0.73645199,39.966667,0.2,0.13333333,1.6333333,-28.030569,18.368515,44.80705,1.05655,88.25269,7.4330753,7.4467796,5.0541204,5.8041304,6.684195,5.9989366,53.033333,60.966667,53.766667,43.333333,5.8236979,6.9260622,-0.16082879,1.8437992,1.8576298,0.5683796,-0.15230792,1.2921017,0.33688696,3.746097,-0.82569423,5.118712,-1.0084779,0.51109735,60.234234,2.1431825,0.37476034,-0.91163483,0.37925768,6.3422576,-2.9893931,2.8995226,0.61437591,2.0300599,0.33841019,0.72190153,0.83231377,-0.14071952,1.4084786,-0.68343922,2.9891011,3.8562586,11.508902,-2.1801787,-9.1591393,1.4512627,7.3376748,92.296245,62.933333,-0.3736596,-0.29206887,0.14116229,1.5469758,1.0448719,3.5610114,0.016666667,-0.0066666667,0.0066666667,0.023333333,-0.016666667,0.023333333,0.092319333,0.068134667,0.14333333,0.62666667,3.3833333,1.614182,2.9234847,-6.9861873,-5.6316409,-4.1132917,-1.2283648,-7.7638195,2.0517315,-1.3164247,-15.639228,-21.110889,-17.435594,10.010117,-10.193984,-22.954127,-29.511066,0.1,0.77666667,-7.6960313,-0.5
2002.50,2.349573,2.2352893,10.921354,0.31014729,1.2948218,5.6160947,-0.70438629,-1.9746535,-16.857569,3.2405127,1.9596712,2.841549,5.5134962,2.2526504,2.9725216,1.8780172,2.122152,1.3744289,1.5455853,1.8333313,5.3328436,0.36612238,-0.10678313,3.1919842,6.6097918,1.8324539,2.8469077,-2.8981991,55,73.138367,-0.57371231,-3.0941636,-4.0819351,-0.079629722,-4.3688588,-4.8904488,-3.5114288,0.28211102,-0.69016016,-0.45775775,-1.3885129,0.78287903,1.0713325,-3.3333333,-0.022333333,1.3081159,1.5443268,-1.2120804,39.866667,0,-0.1,0.33333333,4.8723957,-30.319089,-0.81512538,-8.1398158,5.5267114,7.4368137,7.4647008,5.1199878,5.8833224,6.6511411,5.9847756,50.333333,51.8,55.033333,43.966667,-0.54800975,16.496058,0.040342993,-1.0038816,-0.98384087,0.017280437,0.059468584,0.12446197,1.7543101,-1.6246432,-0.78469519,-4.4059871,-0.074683646,-1.9001668,-43.379976,-1.8988535,0.40140226,-0.28729617,4.1341258,0.13318542,6.5056597,-2.4170421,0.73534089,-0.83087476,0.4292203,-0.33540262,-0.31572425,-0.19328249,-0.90621261,0.11801582,-0.60460213,0.12505518,-6.3440867,-0.31883075,0.52291635,-0.75044415,22.136607,11.497871,64.1,1.5060548,1.8395988,1.1169379,4.8938358,-0.079744471,-2.2633595,-0.01,-0.073333333,-0.22666667,-0.53,-1.0966667,-0.84,-0.36313667,-0.398303,-0.01,0.17,2.6166667,2.0910453,3.3651817,2.2504632,1.4728831,4.424518,-0.30928719,14.233602,0.62610082,-2.037888,-18.068379,-27.777944,-24.349102,23.316211,2.3622284,-71.011456,-71.731767,0.26666667,-7.3733333,-61.708585,-9.4
2002.75,0.20230708,1.4015815,-5.3166324,3.5514127,1.7935539,-1.0043864,-1.3994031,-5.1222322,-5.4484034,-4.9991132,6.2400243,-3.1604424,8.6611071,4.6757953,9.6865942,2.0037589,-0.35295525,-0.16740927,-0.38011701,0.1073944,2.1856398,-0.77260683,-3.4796138,-0.62962094,0.11663975,-2.0500888,-0.89714363,-6.171564,52.633333,73.005833,0.07727845,-3.3218473,-0.36837261,0.2189436,-5.0216153,-5.8825637,-3.6127624,0.82662656,-0.67562718,-0.6781605,-0.57188798,2.4915863,0.30292026,-3,-0.033666667,-0.45345121,-0.97195271,0.49973943,39.766667,0.066666667,0.13333333,0.96666667,-1.726655,4.6549057,24.228516,-3.1449793,46.427712,7.455684,7.5076901,5.0106353,5.8823935,6.639004,6.1239537,49.7,53.566667,52.8,43.433333,-3.9318146,-15.745801,0.66554598,-0.11894989,0.20896524,-0.63570604,-0.28889113,-0.90463002,-2.422474,-0.26674505,1.6636881,0.27062645,0.62071282,0.40876196,9.067724,-3.147748,-0.15226391,-0.10869296,-0.96194568,4.1560319,-4.0234715,1.7374045,0.39089416,-0.32836167,-1.004935,2.6577028,2.7272274,1.4875906,0.73922559,1.772975,5.2413296,-2.3563179,-2.8638352,0.97466158,3.4727131,-0.3571924,8.1540581,-3.7464051,56.966667,2.0060767,1.217421,2.513402,-0.28207164,-2.5428052,0.26995742,-0.29666667,-0.31,-0.27666667,-0.28333333,-0.33666667,-0.25333333,-0.070238667,-0.025323333,0.023333333,0.19666667,2.6733333,2.27414,3.5931917,4.5227146,3.4423559,0.72668404,-2.8507942,8.27638,1.7457975,-1.8268405,-0.56849177,-5.8050505,10.410273,5.5680593,1.4960361,-3.0246458,-0.54832595,0.026666667,-3.88,-4.2861536,-3.0333333
2003.00,1.1961871,2.0500616,0.41613875,3.7607534,1.5314987,-1.3179291,-0.39760783,-2.6306167,-7.1767865,-1.0154982,4.033972,-5.4954148,-5.1756909,-1.3863818,0.11532967,-2.2065663,2.8932953,3.4566996,3.6027398,4.1690701,3.2667596,4.5128942,-0.16028454,2.0933159,4.1551171,-2.5162923,2.4124103,-3.9031575,51.566667,73.5019,-0.87792709,-4.0810538,-2.2173884,-1.5351279,-5.301768,-6.4804513,-3.3858655,0.11724505,-1.4441112,-0.61535561,-1.5213009,1.871171,0.81489055,0.66666667,0.0023333333,2.3135511,2.7323045,-2.3074529,39.7,-0.1,0,0.4,-3.19288,8.0179699,4.7925082,1.083878,7.5965791,7.4593389,7.4990543,4.9904326,5.8181027,6.6754028,6.1312265,48.8,52.433333,52.733333,43.166667,3.5318658,-2.3560054,0.88534763,1.381586,1.7351396,-0.11075127,-0.49280307,-2.1580046,-3.2027319,-0.13710266,-3.2509013,4.3165401,0.38719731,-1.2598602,41.922663,0.78774236,0.6917969,-0.25616045,5.150409,11.785833,0.97290082,0.056653249,0.063226245,0.38720805,0.95127918,-0.039105218,0.13781414,-0.98892995,-0.30393067,-1.2464891,2.2055411,3.4624509,10.118339,5.3060911,6.1596784,4.8402446,14.787395,95.28805,64.333333,-0.044772155,-1.0289643,0.23947416,3.4512835,1.5290126,1.9832048,-0.19333333,-0.17666667,-0.18666667,-0.23,-0.1,-0.086666667,-0.27728133,-0.482022,0.013333333,0.14333333,2.7633333,2.0835253,3.1978363,1.7525108,-3.0128932,-2.2814983,3.0316904,8.5972231,-3.1587519,2.4054929,-19.436693,-28.234923,-11.676628,7.8202807,-15.502965,-12.764311,-12.951833,0.10666667,-3.14,-13.66022,-6.7
2003.25,3.4096326,3.5671667,15.514468,2.2410912,1.7371997,3.2095617,10.100675,10.149705,13.73956,8.9021661,9.9590812,-1.7082251,4.0553827,5.9612213,18.007165,-0.79720254,-3.0348034,-2.8085776,-2.424344,-3.3032695,-4.8637438,-2.6512311,-1.4325114,-3.3497043,-1.5897895,-4.2895331,-2.0082479,-5.2085818,51.833333,73.193367,-0.80102277,-3.8481417,-3.135812,1.8533775,-6.4709566,-7.1063938,-5.4442016,-0.13576057,-1.1959888,-1.0197856,-0.6205239,2.6818739,-0.56777866,-3.3333333,-0.045,0.61456452,0.75572761,-1.1622116,39.666667,-0.1,0.26666667,1.0666667,9.4571458,14.029418,29.649211,19.023758,37.573745,7.4694641,7.5162519,5.0347858,5.8512442,6.6610019,6.1548581,48.033333,51.4,50.1,43.6,-5.5179834,7.3279799,-1.8372687,-2.3534968,-4.7478174,0.16728197,-0.62625418,0.54807934,2.1287092,-2.1270179,1.5827362,-8.3683232,0.40795962,0.082536971,-92.130808,0.84148242,-0.077898676,-0.95595934,-3.4632112,-1.8263989,-4.655006,1.6392919,1.2237499,-1.2380093,0.50591789,-3.4840726,-3.8546809,-1.3747245,-4.8390883,-0.16610446,-8.7581666,-2.9427022,-14.637558,-7.56635,-9.170961,-6.6999834,0.1594934,-70.621616,57.166667,1.8018342,2.2927877,0.77609408,6.5612714,7.0363443,0.97775488,-0.0033333333,-0.11666667,-0.12333333,-0.14666667,-0.33666667,-0.3,-0.69416033,-0.644027,0.0066666667,0.11333333,2.58,1.689365,2.8538093,2.1258951,-1.6106852,1.9567283,-1.2049797,-11.585785,2.3371137,0.61905348,-18.054157,-8.7971936,-1.3993802,4.0678848,-30.734106,34.712767,32.927913,-0.14666667,3.9533333,26.745375,14.933333
2003.50,7.2207222,5.675111,15.455287,7.3833439,2.8111753,16.265652,12.781391,8.9398064,-0.84948942,12.367319,20.040535,10.757388,3.6813383,1.4666353,0.38731222,2.0799161,2.5186922,3.1145131,3.6096705,3.3826004,11.162843,0.22239369,4.5940657,1.6806033,3.5870106,-1.7546235,2.2696577,3.6245135,57.833333,73.672267,0.1957896,-2.2481433,1.4646666,3.1686471,-4.895029,-4.9890486,-4.7434717,0.55632575,-0.4170654,-1.6060886,0.16908534,1.1676892,-0.46346009,0.33333333,0.0053333333,-0.32461281,-0.54472906,0.60407764,39.766667,0.033333333,0,0.033333333,-21.905787,-1.046534,17.538944,38.524784,1.6754653,7.5441557,7.5690677,5.1742647,6.0038871,6.7611869,6.096575,52.2,59.566667,52.633333,44.266667,8.0356936,4.406778,0.76964902,1.6650611,3.6300328,0.48844059,0.89527917,0.27064355,0.13135966,-0.97691778,2.8570419,6.750785,0.31884079,5.0220149,56.973201,1.5278961,-0.46575674,0.71739547,-4.2001172,-14.928138,2.6359017,-0.19090174,-0.45197556,0.53149176,-0.6388897,2.0058482,2.1124178,1.9743475,2.5047876,1.7859715,2.3843362,-0.16455641,6.535567,1.1856782,-0.50949007,2.158286,5.1689757,13.129564,54,-0.03451915,-1.7727831,0.37753896,8.5577004,2.2310367,-4.5937337,-0.23,-0.11,-0.05,0.07,0.56666667,0.61333333,0.38663067,0.33228033,0.066666667,0.29333333,3.3033333,1.4626623,2.5727563,-1.2658916,4.4761615,0.27031061,-1.685743,27.457661,0.042288536,-1.2719476,-0.3197907,10.594678,-3.8813988,-2.1190448,-5.0803397,25.805783,26.220476,-0.0066666667,-0.33,27.843073,-3.3666667
2003.75,2.6159013,2.248419,0.67060609,1.7790823,2.8064521,8.8800896,5.400528,2.8024809,-4.8412786,5.4222249,10.103742,18.878277,16.195997,0.73310115,3.0585764,-0.58833735,4.048779,2.8943188,2.6157905,1.6839029,5.2268781,0.27612714,6.8490333,5.692996,10.124717,3.4741592,4.5372659,11.764225,66.466667,74.580633,1.213234,-0.20891579,2.8605605,2.5365699,-1.6450793,-0.58663167,-3.3566631,1.1902298,0.74935047,0.26455579,0.86488452,-0.76695451,-0.33402408,0,0.018,2.1144504,1.8900708,1.9345359,39.966667,0.33333333,-0.3,0.2,-15.114836,-23.586103,-16.795849,-31.272144,-5.7254493,7.6185786,7.5869726,5.1397123,6.0014149,6.8355429,6.2741341,57.9,68.266667,56.766667,47.066667,6.3338362,9.1912689,0.16887646,-0.85977372,-1.4597804,-0.16142037,-0.55553704,0.512373,-1.9683619,5.4347391,-2.6123658,-3.3399009,0.9783886,-1.2198092,-30.189321,-2.7819166,0.032687687,0.42170798,-0.74456991,-2.6686755,0.47341265,-1.4996146,-0.080679178,-0.91173765,0.74553586,2.0941872,2.1606905,0.68849447,1.7602384,0.32886755,4.8299586,2.0662692,-2.1702564,-0.2422922,0.10253926,-0.44505017,34.681841,5.2886023,62.833333,0.26264013,-0.84258575,1.1367541,-0.99914236,1.9348181,3.7179399,-0.02,-0.013333333,0.0066666667,0.076666667,0.11,0.053333333,-0.040794,-0.1438,0.086666667,0.38333333,3.37,1.368535,2.375623,-6.1723423,-12.30525,-8.7861302,0.44953274,-41.058088,-4.2595424,0.77006327,-23.693105,-19.739437,-30.369387,23.243803,-19.172811,21.754359,21.018107,-0.05,-3.4133333,22.78988,4.6333333
2004.00,2.9193254,4.3474945,5.6066311,4.5253624,4.0275075,2.0855643,-0.2363079,-2.6634589,-0.29389587,-3.4900605,3.9320768,9.5293424,11.612683,1.5372988,5.9238913,-1.0138185,2.7623493,2.8660001,3.0901805,2.7983793,3.880197,2.4145094,6.6418355,2.6279529,5.4648858,0.15430621,2.4756347,6.8744249,67.233333,75.117733,1.351483,0.52822316,4.879069,3.2406229,-0.8577492,0.49643663,-3.0649612,1.2932923,1.5470243,1.9584581,1.170153,0.050063623,0.22889843,1.6666667,0.019666667,0.6243633,1.1491403,1.7568364,40.166667,0.1,-0.13333333,0.26666667,-8.8342137,-17.196484,-12.340412,-15.500354,-10.02972,7.559212,7.5982322,5.0937502,5.8617354,6.7997988,6.2271952,60.433333,67.233333,63.7,48.3,-6.2153888,-11.136805,1.4251912,1.9777852,1.8554157,0.79738512,0.88722279,3.0639956,4.1871207,1.2357974,3.7372638,4.6563445,-0.84263032,-1.5265717,45.119874,3.2378677,0.45144442,-0.72827664,4.2376756,9.6816459,0.74341739,-1.7501887,0.49400779,1.7938984,0.38799692,0.58521959,0.54078008,-0.26822683,2.4909957,-1.2528903,1.8859847,2.4108541,8.3529816,4.7276343,9.9256005,1.7146718,23.302073,46.618091,81,-0.70723855,-0.58927591,-1.1106843,2.2888154,-3.554915,-0.99012057,0.0066666667,0,-0.02,-0.076666667,-0.25666667,-0.26666667,-0.20114233,-0.38841933,0.066666667,0.30666667,3.1033333,1.4340593,2.2538703,3.2737613,4.4772044,3.6769316,-1.4938288,18.510074,9.6797961,-0.030804581,-12.2672,-16.313945,-6.073741,29.967066,0.64124562,28.092359,27.762476,-0.046666667,-1.8966667,24.858951,5.5
2004.25,3.4228655,2.4197065,1.9127971,1.5103403,2.9640512,18.776104,12.150059,10.190788,5.928765,11.662021,15.441925,6.3413795,14.177187,1.3318409,2.3620771,0.7249543,1.7582645,0.74558812,0.14302343,-1.0858539,-8.7903424,1.9642829,3.2064297,3.1522471,4.7817837,4.9852088,2.9026263,8.5578262,65.2,75.7302,2.4596401,2.4538265,7.2856112,4.6008626,1.2301107,2.2487972,-0.44329521,2.161266,1.8809757,2.0432822,1.9441561,1.8811813,0.94513769,-0.66666667,-0.0013333333,1.1910994,0.86579486,0.27144852,40,0.033333333,-0.1,0.033333333,21.754592,-4.1100056,-30.207762,-42.612765,-21.360311,7.5690677,7.6401232,5.1628794,5.873994,6.8094072,6.2159405,60.833333,64.166667,67.366667,48.433333,0.33220002,8.4125627,0.07369589,0.32187752,-0.24068799,0.22598589,0.60282115,0.7430769,2.1786098,-0.90719592,0.6143751,0.87256004,1.1459798,3.0144018,-1.0451782,-0.81372648,-0.039842689,1.3246433,-1.9020417,-3.0007318,-1.2085497,0.18402221,-0.91041873,-0.6714985,0.36861972,0.5940072,0.57317467,1.3175707,0.7547822,1.5105788,-0.92127494,-0.71244406,-1.6715085,-2.0843832,-5.6837336,0.0018966949,2.2746692,34.153964,85,-1.7408762,-2.7265751,-1.1910799,3.771722,2.0410637,0.49706787,0.0066666667,0.16,0.35,0.55333333,0.73,0.58,0.47367867,0.38941567,0.25666667,0.7,3.5233333,1.327738,2.063286,-0.77748747,6.6454558,5.3028804,1.9244896,9.7130637,-3.6651023,-0.57832479,12.575663,7.3046216,9.5814812,-7.4517381,12.39462,-3.6919673,-1.5175207,0.06,-4.7466667,-7.6774,-6.6666667
